"","countyfp","facemask_never","facemask_rarely","facemask_sometimes","facemask_frequently","facemask_always","fips"
"2817","50021",0.031,0.037,0.088,0.205,0.639,50021
"2818","50023",0.051,0.19,0.104,0.05,0.604,50023
"2819","50025",0.075,0.031,0.035,0.151,0.708,50025
"2820","50027",0.061,0.055,0.03,0.227,0.627,50027
"2821","51001",0.001,0.019,0.055,0.1,0.824,51001
"2822","51003",0.023,0.022,0.054,0.093,0.81,51003
"2823","51005",0.145,0.034,0.123,0.174,0.525,51005
"2824","51007",0.013,0.069,0.116,0.13,0.672,51007
"2825","51009",0.064,0.033,0.074,0.204,0.625,51009
"2826","51011",0.063,0.018,0.105,0.204,0.61,51011
"2827","51013",0.01,0.018,0.035,0.187,0.75,51013
"2828","51015",0.029,0.037,0.061,0.173,0.701,51015
"2829","51017",0.099,0.045,0.121,0.165,0.57,51017
"2830","51019",0.052,0.09,0.115,0.248,0.495,51019
"2831","51021",0.081,0.114,0.2,0.166,0.44,51021
"2832","51023",0.043,0.079,0.106,0.221,0.551,51023
"2833","51025",0.006,0.003,0.158,0.145,0.688,51025
"2834","51027",0.037,0.099,0.219,0.181,0.463,51027
"2835","51029",0.02,0.01,0.124,0.132,0.714,51029
"2836","51031",0.07,0.04,0.083,0.222,0.585,51031
"2837","51033",0.047,0.032,0.031,0.14,0.75,51033
"2838","51035",0.064,0.073,0.084,0.285,0.496,51035
"2839","51036",0.017,0.02,0.103,0.177,0.683,51036
"2840","51037",0.084,0.025,0.148,0.133,0.61,51037
"2841","51041",0.026,0.03,0.08,0.216,0.649,51041
"2842","51043",0.013,0.036,0.057,0.154,0.74,51043
"2843","51045",0.017,0.022,0.148,0.182,0.632,51045
"2844","51047",0.053,0.068,0.013,0.213,0.653,51047
"2845","51049",0.012,0.055,0.098,0.137,0.699,51049
"2846","51051",0.031,0.129,0.129,0.182,0.528,51051
"2847","51053",0.022,0.016,0.104,0.193,0.664,51053
"2848","51057",0.016,0.081,0.181,0.16,0.563,51057
"2849","51059",0.018,0.016,0.054,0.163,0.748,51059
"2850","51061",0.04,0.013,0.042,0.133,0.772,51061
"2851","51063",0.079,0.063,0.092,0.256,0.51,51063
"2852","51065",0.037,0.014,0.077,0.1,0.772,51065
"2853","51067",0.074,0.098,0.069,0.189,0.57,51067
"2854","51069",0.026,0.048,0.048,0.264,0.614,51069
"2855","51071",0.066,0.09,0.14,0.137,0.567,51071
"2856","51073",0.003,0.004,0.035,0.234,0.724,51073
"2857","51075",0.034,0.043,0.065,0.097,0.761,51075
"2858","51077",0.141,0.065,0.07,0.196,0.527,51077
"2859","51079",0.011,0.038,0.052,0.153,0.747,51079
"2860","51081",0.014,0.002,0.145,0.158,0.681,51081
"2861","51083",0.092,0.028,0.072,0.165,0.643,51083
"2862","51085",0.043,0.052,0.087,0.25,0.568,51085
"2863","51087",0.04,0.037,0.071,0.191,0.662,51087
"2864","51089",0.063,0.085,0.132,0.154,0.566,51089
"2865","51091",0.059,0.041,0.103,0.197,0.599,51091
"2866","51093",0.039,0.055,0.059,0.277,0.569,51093
"2867","51095",0.006,0.008,0.005,0.231,0.75,51095
"2868","51097",0.007,0.041,0.149,0.191,0.612,51097
"2869","51099",0.151,0.044,0.086,0.053,0.666,51099
"2870","51101",0.012,0.072,0.201,0.169,0.546,51101
"2871","51103",0.001,0.022,0.121,0.178,0.678,51103
"2872","51105",0.107,0.135,0.072,0.104,0.582,51105
"2873","51107",0.014,0.012,0.038,0.173,0.763,51107
"2874","51109",0.025,0.045,0.036,0.146,0.748,51109
"2875","51111",0.068,0.006,0.134,0.143,0.649,51111
"2876","51113",0.017,0.097,0.064,0.154,0.668,51113
"2877","51115",0.001,0.001,0.049,0.19,0.76,51115
"2878","51117",0.063,0.022,0.128,0.14,0.648,51117
"2879","51119",0.001,0.004,0.103,0.237,0.654,51119
"2880","51121",0.056,0.042,0.09,0.171,0.64,51121
"2881","51125",0.011,0.015,0.106,0.167,0.701,51125
"2882","51127",0.008,0.035,0.079,0.17,0.708,51127
"2883","51131",0.001,0.037,0.089,0.112,0.761,51131
"2884","51133",0.017,0.038,0.095,0.141,0.71,51133
"2885","51135",0.044,0.014,0.099,0.182,0.661,51135
"2886","51137",0.033,0.132,0.038,0.153,0.643,51137
"2887","51139",0.025,0.052,0.237,0.166,0.52,51139
"2888","51141",0.042,0.098,0.166,0.203,0.491,51141
"2889","51143",0.106,0.045,0.147,0.135,0.567,51143
"2890","51145",0.012,0.092,0.074,0.162,0.66,51145
"2891","51147",0.059,0.009,0.138,0.154,0.64,51147
"2892","51149",0.033,0.033,0.127,0.189,0.619,51149
"2893","51153",0.047,0.027,0.055,0.11,0.761,51153
"2894","51155",0.083,0.055,0.166,0.173,0.523,51155
"2895","51157",0.023,0.019,0.077,0.164,0.717,51157
"2896","51159",0.015,0.07,0.109,0.167,0.64,51159
"2897","51161",0.065,0.045,0.077,0.205,0.607,51161
"2898","51163",0.015,0.112,0.068,0.13,0.675,51163
"2899","51165",0.034,0.062,0.139,0.212,0.553,51165
"2900","51167",0.082,0.137,0.212,0.24,0.329,51167
"2901","51169",0.074,0.124,0.121,0.157,0.523,51169
"2902","51171",0.023,0.039,0.136,0.288,0.514,51171
"2903","51173",0.087,0.079,0.237,0.182,0.415,51173
"2904","51175",0.019,0.013,0.063,0.216,0.69,51175
"2905","51177",0.05,0.019,0.03,0.115,0.785,51177
"2906","51179",0.045,0.035,0.097,0.095,0.728,51179
"2907","51181",0.006,0.021,0.003,0.249,0.721,51181
"2908","51183",0.012,0.012,0.06,0.218,0.698,51183
"2909","51185",0.062,0.104,0.264,0.16,0.41,51185
"2910","51187",0.027,0.017,0.088,0.2,0.669,51187
"2911","51191",0.123,0.099,0.144,0.266,0.368,51191
"2912","51193",0.079,0.036,0.127,0.127,0.631,51193
"2913","51195",0.025,0.075,0.099,0.158,0.643,51195
"2914","51197",0.096,0.075,0.172,0.21,0.447,51197
"2915","51199",0.006,0.021,0.024,0.162,0.786,51199
"2916","51510",0.032,0.02,0.065,0.17,0.712,51510
"2917","51520",0.174,0.125,0.075,0.273,0.352,51520
"2918","51530",0.018,0.15,0.068,0.125,0.639,51530
"2919","51540",0.023,0.019,0.05,0.075,0.833,51540
"2920","51550",0.018,0.025,0.095,0.182,0.68,51550
"2921","51570",0.044,0.045,0.126,0.177,0.608,51570
"2922","51580",0.184,0.017,0.133,0.188,0.478,51580
"2923","51590",0.087,0.043,0.209,0.127,0.534,51590
"2924","51595",0.015,0.001,0.148,0.148,0.687,51595
"2925","51600",0.025,0.015,0.075,0.173,0.712,51600
"2926","51610",0.007,0.033,0.038,0.158,0.765,51610
"2927","51620",0.01,0.027,0.115,0.192,0.656,51620
"2928","51630",0.038,0.007,0.034,0.136,0.784,51630
"2929","51640",0.071,0.086,0.049,0.243,0.551,51640
"2930","51650",0.008,0.025,0.078,0.118,0.771,51650
"2931","51660",0.029,0.066,0.129,0.205,0.571,51660
"2932","51670",0.038,0.038,0.149,0.187,0.588,51670
"2933","51678",0.01,0.146,0.059,0.121,0.663,51678
"2934","51680",0.07,0.031,0.073,0.222,0.603,51680
"2935","51683",0.033,0.023,0.027,0.175,0.742,51683
"2936","51685",0.071,0.025,0.017,0.167,0.72,51685
"2937","51690",0.063,0.076,0.134,0.163,0.564,51690
"2938","51700",0.01,0.038,0.035,0.145,0.772,51700
"2939","51710",0.004,0.03,0.087,0.215,0.664,51710
"2940","51720",0.017,0.056,0.085,0.155,0.687,51720
"2941","51730",0.034,0.033,0.116,0.177,0.64,51730
"2942","51735",0.004,0.014,0.073,0.219,0.69,51735
"2943","51740",0,0.019,0.122,0.225,0.634,51740
"2944","51750",0.075,0.045,0.11,0.177,0.593,51750
"2945","51760",0.06,0.031,0.092,0.275,0.541,51760
"2946","51770",0.07,0.05,0.088,0.212,0.58,51770
"2947","51775",0.064,0.039,0.068,0.199,0.63,51775
"2948","51790",0.027,0.039,0.057,0.158,0.718,51790
"2949","51800",0.007,0.048,0.171,0.208,0.565,51800
"2950","51810",0.017,0.041,0.062,0.202,0.678,51810
"2951","51820",0.027,0.028,0.049,0.186,0.71,51820
"2952","51830",0.005,0.009,0.001,0.249,0.737,51830
"2953","51840",0.025,0.056,0.032,0.277,0.611,51840
"2954","53001",0.077,0.051,0.072,0.076,0.724,53001
"2955","53003",0.014,0.029,0.115,0.32,0.522,53003
"2956","53005",0.084,0.011,0.064,0.08,0.761,53005
"2957","53007",0.062,0.048,0.029,0.297,0.564,53007
"2958","53009",0.001,0,0.028,0.225,0.746,53009
"2959","53011",0.02,0.021,0.048,0.17,0.741,53011
"2960","53013",0.08,0.031,0.079,0.223,0.586,53013
"2961","53015",0.041,0.02,0.098,0.216,0.625,53015
"2962","53017",0.067,0.047,0.042,0.271,0.573,53017
"2963","53019",0.082,0.066,0.082,0.204,0.565,53019
"2964","53021",0.106,0.013,0.059,0.069,0.753,53021
"2965","53023",0.031,0.029,0.085,0.292,0.563,53023
"2966","53025",0.032,0.052,0.108,0.146,0.661,53025
"2967","53027",0.03,0.009,0.087,0.213,0.662,53027
"2968","53029",0.015,0.009,0.066,0.15,0.759,53029
"2969","53031",0.011,0,0.064,0.171,0.754,53031
"2970","53033",0.016,0.02,0.05,0.191,0.724,53033
"2971","53035",0.024,0.003,0.051,0.136,0.786,53035
"2972","53037",0.032,0.084,0.033,0.179,0.672,53037
"2973","53039",0.038,0.029,0.113,0.288,0.532,53039
"2974","53041",0.033,0.112,0.128,0.111,0.616,53041
"2975","53043",0.017,0.086,0.023,0.108,0.765,53043
"2976","53045",0.011,0.024,0.091,0.152,0.721,53045
"2977","53047",0.042,0.066,0.075,0.199,0.617,53047
"2978","53049",0.082,0.016,0.128,0.063,0.712,53049
"2979","53051",0.027,0.122,0.052,0.212,0.587,53051
"2980","53053",0.028,0.057,0.103,0.206,0.606,53053
"2981","53055",0.015,0.004,0.021,0.229,0.73,53055
"2982","53057",0.035,0.097,0.037,0.177,0.653,53057
"2983","53059",0.019,0.048,0.092,0.08,0.76,53059
"2984","53061",0.017,0.014,0.056,0.191,0.721,53061
"2985","53063",0.033,0.057,0.08,0.151,0.679,53063
"2986","53065",0.05,0.039,0.069,0.257,0.585,53065
"2987","53067",0.022,0.051,0.109,0.132,0.685,53067
"2988","53069",0.045,0.057,0.079,0.161,0.658,53069
"2989","53071",0.083,0.022,0.061,0.193,0.641,53071
"2990","53073",0.042,0.028,0.061,0.122,0.747,53073
"2991","53075",0.002,0.009,0.049,0.31,0.629,53075
"2992","53077",0.012,0.035,0.069,0.143,0.74,53077
"2993","54001",0.092,0.031,0.071,0.287,0.519,54001
"2994","54003",0.065,0.049,0.196,0.166,0.524,54003
"2995","54005",0.097,0.138,0.093,0.197,0.475,54005
"2996","54007",0.102,0.131,0.167,0.202,0.398,54007
"2997","54009",0.067,0.11,0.195,0.192,0.436,54009
"2998","54011",0.092,0.09,0.154,0.186,0.476,54011
"2999","54013",0.085,0.07,0.227,0.21,0.408,54013
"3000","54015",0.098,0.097,0.162,0.152,0.491,54015
"3001","54017",0.187,0.011,0.075,0.307,0.42,54017
"3002","54019",0.14,0.088,0.226,0.137,0.409,54019
"3003","54021",0.141,0.076,0.144,0.236,0.403,54021
"3004","54023",0.1,0.232,0.067,0.193,0.407,54023
"3005","54025",0.07,0.03,0.113,0.233,0.554,54025
"3006","54027",0.021,0.035,0.088,0.236,0.619,54027
"3007","54029",0.072,0.128,0.151,0.19,0.459,54029
"3008","54031",0.039,0.152,0.103,0.23,0.476,54031
"3009","54033",0.132,0.021,0.071,0.319,0.457,54033
"3010","54035",0.111,0.055,0.097,0.216,0.522,54035
"3011","54037",0.041,0.038,0.2,0.169,0.552,54037
"3012","54039",0.145,0.039,0.064,0.147,0.605,54039
"3013","54041",0.161,0.029,0.068,0.288,0.454,54041
"3014","54043",0.091,0.077,0.164,0.167,0.501,54043
"3015","54045",0.082,0.11,0.116,0.247,0.445,54045
"3016","54047",0.07,0.095,0.189,0.226,0.42,54047
"3017","54049",0.069,0.06,0.111,0.281,0.479,54049
"3018","54051",0.075,0.095,0.077,0.256,0.497,54051
"3019","54053",0.081,0.095,0.195,0.149,0.481,54053
"3020","54055",0.076,0.152,0.174,0.103,0.495,54055
"3021","54057",0.033,0.016,0.042,0.234,0.674,54057
"3022","54059",0.084,0.093,0.093,0.172,0.558,54059
"3023","54061",0.046,0.077,0.139,0.221,0.517,54061
"3024","54063",0.048,0.063,0.116,0.14,0.634,54063
"3025","54065",0.025,0.085,0.169,0.258,0.463,54065
"3026","54067",0.06,0.088,0.166,0.143,0.542,54067
"3027","54069",0.108,0.068,0.092,0.243,0.49,54069
"3028","54071",0.06,0.142,0.128,0.214,0.456,54071
"3029","54073",0.088,0.108,0.17,0.287,0.346,54073
"3030","54075",0.075,0.03,0.17,0.227,0.499,54075
"3031","54077",0.057,0.028,0.087,0.247,0.58,54077
"3032","54079",0.087,0.048,0.088,0.184,0.593,54079
"3033","54081",0.087,0.083,0.257,0.148,0.426,54081
"3034","54083",0.098,0.05,0.14,0.265,0.447,54083
"3035","54085",0.141,0.059,0.183,0.262,0.356,54085
"3036","54087",0.082,0.024,0.191,0.21,0.493,54087
"3037","54089",0.053,0.104,0.166,0.111,0.567,54089
"3038","54091",0.072,0.032,0.092,0.288,0.517,54091
"3039","54093",0.108,0.087,0.048,0.292,0.465,54093
"3040","54095",0.083,0.056,0.137,0.272,0.452,54095
"3041","54097",0.131,0.039,0.077,0.278,0.475,54097
"3042","54099",0.111,0.119,0.186,0.162,0.423,54099
"3043","54101",0.065,0.083,0.163,0.211,0.479,54101
"3044","54103",0.051,0.067,0.081,0.279,0.521,54103
"3045","54105",0.112,0.059,0.219,0.222,0.389,54105
"3046","54107",0.094,0.099,0.149,0.277,0.381,54107
"3047","54109",0.073,0.098,0.176,0.245,0.408,54109
"3048","55001",0.163,0.189,0.227,0.213,0.208,55001
"3049","55003",0.078,0.038,0.118,0.363,0.403,55003
"3050","55005",0.138,0.163,0.07,0.259,0.37,55005
"3051","55007",0.067,0.039,0.107,0.392,0.395,55007
"3052","55009",0.069,0.053,0.184,0.208,0.486,55009
"3053","55011",0.039,0.106,0.172,0.269,0.414,55011
"3054","55013",0.097,0.163,0.082,0.236,0.422,55013
"3055","55015",0.064,0.1,0.141,0.33,0.365,55015
"3056","55017",0.059,0.098,0.184,0.246,0.414,55017
"3057","55019",0.162,0.149,0.158,0.146,0.384,55019
"3058","55021",0.035,0.073,0.082,0.222,0.589,55021
"3059","55023",0.202,0.033,0.11,0.158,0.497,55023
"3060","55025",0.017,0.02,0.092,0.23,0.641,55025
"3061","55027",0.11,0.138,0.166,0.2,0.386,55027
"3062","55029",0.021,0.03,0.059,0.264,0.627,55029
"3063","55031",0.044,0.042,0.092,0.327,0.495,55031
"3064","55033",0.062,0.076,0.179,0.266,0.417,55033
"3065","55035",0.042,0.076,0.203,0.255,0.424,55035
"3066","55037",0.053,0.073,0.143,0.238,0.494,55037
"3067","55039",0.121,0.155,0.158,0.244,0.322,55039
"3068","55041",0.085,0.053,0.162,0.215,0.484,55041
"3069","55043",0.103,0.102,0.18,0.166,0.449,55043
"3070","55045",0.092,0.084,0.119,0.269,0.436,55045
"3071","55047",0.092,0.122,0.184,0.117,0.486,55047
"3072","55049",0.065,0.077,0.092,0.333,0.433,55049
"3073","55051",0.04,0.052,0.142,0.248,0.518,55051
"3074","55053",0.027,0.1,0.14,0.329,0.404,55053
"3075","55055",0.114,0.093,0.096,0.179,0.518,55055
"3076","55057",0.113,0.124,0.18,0.232,0.352,55057
"3077","55059",0.077,0.083,0.097,0.155,0.589,55059
"3078","55061",0.033,0.035,0.112,0.208,0.612,55061
"3079","55063",0.064,0.072,0.076,0.289,0.498,55063
"3080","55065",0.056,0.098,0.197,0.253,0.396,55065
"3081","55067",0.085,0.102,0.142,0.239,0.432,55067
"3082","55069",0.101,0.105,0.132,0.204,0.459,55069
"3083","55071",0.175,0.089,0.259,0.133,0.345,55071
"3084","55073",0.123,0.136,0.165,0.236,0.34,55073
"3085","55075",0.093,0.104,0.066,0.258,0.479,55075
"3086","55077",0.174,0.191,0.2,0.163,0.271,55077
"3087","55078",0.042,0.103,0.31,0.246,0.3,55078
"3088","55079",0.053,0.067,0.119,0.264,0.497,55079
"3089","55081",0.073,0.03,0.154,0.284,0.46,55081
"3090","55083",0.07,0.082,0.186,0.215,0.447,55083
"3091","55085",0.057,0.05,0.155,0.186,0.552,55085
"3092","55087",0.085,0.124,0.135,0.302,0.353,55087
"3093","55089",0.076,0.113,0.091,0.3,0.42,55089
"3094","55091",0.071,0.056,0.198,0.233,0.443,55091
"3095","55093",0.063,0.094,0.144,0.25,0.449,55093
"3096","55095",0.081,0.113,0.154,0.253,0.399,55095
"3097","55097",0.157,0.159,0.215,0.188,0.28,55097
"3098","55099",0.059,0.081,0.079,0.15,0.631,55099
"3099","55101",0.061,0.067,0.167,0.193,0.512,55101
"3100","55103",0.312,0.074,0.055,0.116,0.443,55103
"3101","55105",0.023,0.139,0.096,0.277,0.464,55105
"3102","55107",0.095,0.135,0.106,0.168,0.496,55107
"3103","55109",0.101,0.102,0.085,0.342,0.37,55109
"3104","55111",0.063,0.163,0.113,0.193,0.468,55111
"3105","55113",0.058,0.126,0.133,0.256,0.427,55113
"3106","55115",0.05,0.121,0.355,0.188,0.286,55115
"3107","55117",0.128,0.114,0.174,0.199,0.385,55117
"3108","55119",0.201,0.165,0.09,0.12,0.424,55119
"3109","55121",0.02,0.126,0.085,0.381,0.387,55121
"3110","55123",0.157,0.052,0.093,0.244,0.454,55123
"3111","55125",0.051,0.047,0.138,0.231,0.533,55125
"3112","55127",0.116,0.146,0.137,0.191,0.41,55127
"3113","55129",0.082,0.168,0.117,0.243,0.39,55129
"3114","55131",0.031,0.142,0.22,0.298,0.309,55131
"3115","55133",0.071,0.165,0.145,0.258,0.361,55133
"3116","55135",0.076,0.069,0.206,0.143,0.506,55135
"3117","55137",0.109,0.147,0.202,0.186,0.356,55137
"3118","55139",0.074,0.194,0.126,0.156,0.45,55139
"3119","55141",0.131,0.177,0.215,0.181,0.296,55141
"3120","56001",0.136,0.1,0.151,0.181,0.432,56001
"3121","56003",0.182,0.187,0.12,0.257,0.253,56003
"3122","56005",0.216,0.164,0.131,0.201,0.289,56005
"3123","56007",0.044,0.137,0.087,0.278,0.454,56007
"3124","56009",0.138,0.113,0.121,0.293,0.335,56009
"3125","56011",0.145,0.115,0.143,0.192,0.404,56011
"3126","56013",0.16,0.062,0.06,0.294,0.424,56013
"3127","56015",0.201,0.169,0.111,0.223,0.296,56015
"3128","56017",0.208,0.093,0.068,0.307,0.324,56017
"3129","56019",0.183,0.208,0.103,0.216,0.29,56019
"3130","56021",0.143,0.127,0.1,0.221,0.409,56021
"3131","56023",0.131,0.183,0.128,0.235,0.324,56023
"3132","56025",0.1,0.084,0.094,0.325,0.398,56025
"3133","56027",0.169,0.191,0.177,0.222,0.241,56027
"3134","56029",0.189,0.153,0.191,0.205,0.262,56029
"3135","56031",0.149,0.149,0.123,0.16,0.418,56031
"3136","56033",0.17,0.251,0.099,0.203,0.278,56033
"3137","56035",0.223,0.111,0.061,0.231,0.374,56035
"3138","56037",0.061,0.295,0.23,0.146,0.268,56037
"3139","56039",0.095,0.157,0.16,0.247,0.34,56039
"3140","56041",0.098,0.278,0.154,0.207,0.264,56041
"3141","56043",0.204,0.155,0.069,0.285,0.287,56043
"3142","56045",0.142,0.129,0.148,0.207,0.374,56045
